,Collection_Name,Category_Art,Category_Collectibles,Category_Domain Names,Category_Music,Category_Photography,Category_Sports,Category_Trading Cards,Category_Utility,Category_Virtual Worlds,Collections_Links,Items,Owners,Floor_Price,Twitter_Links
1057,Angry Rhinos,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/angryrhinos,164,39.0,0.004,https://twitter.com/mattemplatenfts
1059,Angry Skull Universe,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/angryskull,49,62.0,0.003,https://www.twitter.com/strophonic
1063,Angry shark V1,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/angryshark,25,2.0,0.001,https://twitter.com/V1Shark
1064,AngryOrcsNFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/angryorcsnft,1700,11.0,0.02,https://twitter.com/NftOrcs
1068,Ani Mkhitaryan,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/animkhitaryan,27,23.0,0.03,https://twitter.com/1animkhitaryan
1071,Anidoll,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/anidoll,49,28.0,0.004,https://twitter.com/AnidollClub
1077,Animal Assassins,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/animal-assassins,3000,278.0,0.023,https://twitter.com/KlayAssassins
1079,Animal Collection Cards,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/animalcollectioncards,1,1.0,0.24,https://www.twitter.com/TrueEarthio
1080,Animal Coloring Book,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/animal-coloring-book,938,456.0,0.1,https://www.twitter.com/animalcoloring
1081,Animal Kingdom Card Collection | KriptoKrazed,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/kkanimalkingdomcards,2,192.0,0.006,https://www.twitter.com/KriptoKrazed
1083,Animal Society,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/animal-society,7800,3600.0,0.02,https://www.twitter.com/animalsocietyct
1084,Animal Society OG 300,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/animal-society-og300,290,245.0,0.05,https://www.twitter.com/AnimalSocietyCT
1087,Animal T Shop,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/animal-t-shop,56,2.0,0.002,https://twitter.com/raonmode
1088,Animal Treasures NFTs,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/animal-treasures-nfts,8,1.0,0.003,https://twitter.com/RodolfoGiraffe
1089,Animal creator planet,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/alldaynft,37,12.0,0.02,https://www.twitter.com/e_ave_e
1091,Animal walk,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/animal-walk,5,3.0,0.1,https://www.twitter.com/Tangled_diva
1096,Animalia Kingdom,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/animaliakingdom,2,1.0,0.05,https://www.twitter.com/sunusaesapta
1097,Animalian Characters,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/animalian-characters,18,18.0,0.075,https://twitter.com/hiroohtaki
1102,Animals Voxels,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/animalsvoxels,32,5.0,0.01,https://twitter.com/meanbiiz_nft
1108,AnimalsPunks V2,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/animalspunks-v2,10000,1700.0,0.027,https://twitter.com/AnimalsPunks
1110,Animalsdz,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/esdezed,9,2.0,0.02,https://www.twitter.com/Esdezed
1113,Animated NBA Highlights,0,0,0,0,0,1,0,0,1,https://opensea.io/collection/animated-nba-highlights,2,1.0,0.02,https://www.twitter.com/ai_hog
1115,Animated Nouns,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/animated-nouns,51,23.0,0.9,https://www.twitter.com/nouns_com
1125,AnimationParty,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/animationparty,143,11.0,0.002,https://www.twitter.com/ai_aiplanet
1129,Anime Fat Baby,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/anime-fat-baby,11,31.0,0.1,https://www.twitter.com/https://twitter.com/NftFat?s=20
1130,Anime Ganja,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/animeganja,3,1.0,0.02,https://www.twitter.com/GanjaAnime
1133,Anime Island,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/animeisland,2,1.0,0.02,https://www.twitter.com/nftrookie
1135,Anime Punks,1,1,0,0,0,0,0,0,0,https://opensea.io/collection/anime-punks,1000,294.0,0.08,https://www.twitter.com/AnimePunks_
1139,AnimeGirlsClub,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/agc,2900,44.0,0.007,https://twitter.com/Animegirlsclub2
1140,AnimeMeme,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/animememe,11,2.0,0.01,https://twitter.com/AnimeMeme_NFT
1142,Animetas,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/animetas,10100,4000.0,0.21,https://www.twitter.com/Animetas1
1147,Anna Condo,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aceart-a1111ac011d0,16,4.0,0.5,https://twitter.com/a1111ac011d0
1148,Anna Condo x Stubbs & Wootton,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/annacondoandstubbsandwootton,3,9.0,0.1,https://twitter.com/a1111ac011d0
1149,Anna Koval,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/anna-koval,42,2.0,0.03,https://www.twitter.com/ZAnarchist
1150,Anna Zhilyaeva,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/anna-zhilyaeva,672,64.0,0.253,https://www.twitter.com/AnnaDreamBrush
1156,Annoying Llamas,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/annoying-llamas,41,2.0,0.005,https://www.twitter.com/RaduF16
1158,Anon Deck,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/anondeck,55,31.0,0.6,https://www.twitter.com/InuAnon
1160,AnonymiceBreeding,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/anonymicebreeding,3500,1400.0,0.44,https://twitter.com/AnonymiceNFT
1164,Anonymous Collectors,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/anonymous-collectors,111,69.0,0.03,https://twitter.com/NfFare
1166,Anonymous Nobody Official (2021),1,0,0,0,0,0,0,0,0,https://opensea.io/collection/anonymous-nobody-official-2021,268,53.0,0.01,https://www.twitter.com/AFuckingNobody
1170,Another life which i want to live,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/another-life-which-i-want-to-live,3,1.0,0.13,https://www.twitter.com/https://twitter.com/Amisha98943993
1171,Antagonistic stones,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/antagonistic-stones,3,1.0,1.25,https://twitter.com/SensorialNFT
1175,Anthony Esposito Fitness(full body),0,0,0,0,0,1,0,0,0,https://opensea.io/collection/aefitness,10,1.0,0.003,https://www.twitter.com/realaesposito
1176,Anthony Lo Re - Music NFT Catalog,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/anthony-lo-re,286,3.0,0.01,https://twitter.com/templederos
1178,AnthroWeed,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/anthroweed,75,19.0,0.004,https://www.twitter.com/anthroweed
1179,Anthropomorphic animals and birds,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/anthropomorphic-animals-and-birds,108,79.0,0.001,https://www.twitter.com/antropomarfa
1180,Anthropomorphic dog collection,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/anthropomorphic-dog-collection,7,7.0,0.045,https://twitter.com/shimohurisuzume
1181,Anti -Mutans Serums,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/anti-mutans-serums,47,258.0,0.022,https://twitter.com/kingnftworld
1182,Anti CryptoPunks,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/anti-cryptopunks,10000,496.0,0.004,https://twitter.com/anti_cryptopunk
1183,Anti Meta Meta Club,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/antimetametaclub,10,17.0,0.033,https://twitter.com/antimetameta
1186,Anti-Gravity,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/antigravityntf,152,41.0,0.025,https://twitter.com/Antigravitynft
1189,Antimasks,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/theantimasks,1600,494.0,0.015,https://www.twitter.com/theantimasks
1193,Antiverse NFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/antiverse,826,394.0,0.04,https://www.twitter.com/antiversenft
1194,Antoni Tudisco,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/antoni-tudisco,897,110.0,0.25,https://www.twitter.com/antonitudisco
1197,AnunnakiZ NFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/anunnakiznft,59,98.0,0.02,https://www.twitter.com/AnunnakizNFT
1198,Anxiety Abstractions,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/anxietyabstractions,7,2.0,0.02,https://twitter.com/Guerrero4D
1200,Aoi_inst,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/aoi-inst,1,1.0,0.01,https://twitter.com/AOI_NFT_
1204,Ape 6068,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/ape6068,1,424.0,0.25,https://www.twitter.com/ape6068
1208,Ape Fest 2021 - The Warehouse Party,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/ape-fest-2021-the-warehouse-party,30,3.0,0.15,https://www.twitter.com/evanrodgers
1210,Ape Gang Old,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/ape-gang-old,10000,1900.0,0.32,https://twitter.com/ApeGangNFT
1211,Ape Harbour Hoodies,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/ape-harbour-hoodies,3,2200.0,0.013,https://twitter.com/ApeHarbour
1212,Ape Harbour Superyachts,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/ape-harbour-superyachts,2600,777.0,0.015,https://twitter.com/ApeHarbour
1213,Ape Harbour Yachts,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/ape-harbour-yachts,7800,2500.0,0.039,https://twitter.com/ApeHarbour
1214,Ape Harmony Monster Club,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/apeharmonymonsterclub,1100,503.0,0.65,https://twitter.com/ApeHarmony
1215,Ape Island - Season 1,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/ape-island-season-1,757,79.0,0.2,https://www.twitter.com/ApeInFinance
1216,Ape Island - Season 2,0,1,0,0,0,0,0,0,1,https://opensea.io/collection/ape-island-season-2,1100,74.0,0.05,https://www.twitter.com/ApeInFinance
1218,Ape Kids Clubs(nft),0,0,0,0,0,0,1,0,0,https://opensea.io/collection/ape-kids-clubs-nft,1500,2.0,0.001,https://www.twitter.com/Saadet15053242_
1220,Ape Kids clap,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/akcclub,3700,18.0,0.003,https://www.twitter.com/apekidsclub
1221,Ape Matching Game,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/ape-matching-game,9900,10.0,0.008,https://twitter.com/MagGamesStudio
1223,Ape Monster,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/apemonster,86,3100.0,0.005,https://twitter.com/RealApeMonster
1225,Ape Pix Society,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/apepixsociety,30,4.0,0.01,https://twitter.com/ApepixNft
1232,Ape Traders (Official),0,1,0,0,0,0,0,0,0,https://opensea.io/collection/official-ape-traders,510,281.0,0.023,https://www.twitter.com/apetradersnft
1234,Ape-In Productions,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/ape-in-productions,1,1600.0,0.219,https://www.twitter.com/apeinprod
1235,ApeAdoption,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/apeadoption,1,1.0,0.01,https://www.twitter.com/blakestorie
1241,Aped Punks,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/aped-punks,1000,556.0,0.02,https://www.twitter.com/apedpunks
1242,Apes 3D,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/apes3d,1000,457.0,0.19,https://www.twitter.com/Apes3D
1245,Apes In Space NFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/apes-in-space-nft,10000,6700.0,0.099,https://www.twitter.com/ApesinSpaceNFT
1249,Apes Stand Together,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/katun-apes-stand-together,827,596.0,0.62,https://www.twitter.com/SuperFarmDAO
1250,Apes Takeover CrisVond,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/apes-takeover,32,19.0,1.0,https://twitter.com/cris_vond
1251,Apes With Lasers NFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/apeswithlasers,647,495.0,0.03,https://www.twitter.com/lasers_apes
1257,ApesOfSpace,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/apesofspace-official,10000,5100.0,0.06,https://twitter.com/ApesofSpace_nft/status/1472307016295092226
1258,ApesPunks,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/apespunks,750,16.0,0.008,https://twitter.com/apespunks_
1259,Apesthetics x MetaFactory,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/mf-apes,1,159.0,0.54,https://www.twitter.com/TheMetaFactory
1264,Apex Optimizers Official,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/apex-optimizers-official,581,279.0,0.099,https://www.twitter.com/apexoptimizers
1267,"Aphrodite, The goddess!",0,1,0,0,0,0,0,0,0,https://opensea.io/collection/aphrodite-the-goddess,11,2.0,0.02,https://www.twitter.com/yajja_y
1270,Apocalypse Art - Meeings,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/apocalypse-art-meeings,24,8.0,1.4,https://twitter.com/apocalypticform
1271,Apocalypse- A Dance of Ice and Fire,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/adanceoficeandfire,41,28.0,0.5,https://www.twitter.com/shbackpacker
1285,Apparitions vol.1,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/apparitions-vol-1,5,13.0,0.02,https://www.twitter.com/blackvomi7
1291,Appoachables,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/appoachables,450,7.0,0.01,https://www.twitter.com/appoachables
1293,Approving Corgis,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/approving-corgis-official,4800,1600.0,0.045,https://www.twitter.com/approvingcorgis
1297,Apymon Revolution,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/apymon,6400,1500.0,0.01,https://twitter.com/ApymonRev
1298,Aqua Aerials,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aqua-aerials,50,2.0,0.1,https://twitter.com/JayDaley1
1303,Arab Premium Club,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/arabpremiumclub,100,3.0,0.01,https://twitter.com/arabpremiumclub
1307,Arabian Camels,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/arabian-camels,12000,3100.0,0.065,https://www.twitter.com/ArabianCamels
1308,ArabianPunks,1,1,0,0,0,0,0,0,0,https://opensea.io/collection/arabianpunks,100,40.0,0.234,https://twitter.com/arabianpunks
1311,Arboreal Feel,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/arboreal-feel,6,1.0,0.15,https://twitter.com/CyEscapes
1312,Arcade Gang,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/arcadegang,5,3.0,0.015,https://www.twitter.com/8korn2
1313,Arcade Machine,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/arcademachine,10,1.0,0.03,https://www.twitter.com/nfthabitat
1315,ArcadeNFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/arcadenft,6100,3100.0,0.05,https://twitter.com/arcade_nfts
1316,ArcadeNFT - ToadRunnerz,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/toadrunnerz,4800,3200.0,0.02,https://twitter.com/arcade_nfts
1317,Arcadians by OPGames,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/arcadians-by-opgames,3700,695.0,0.03,https://www.twitter.com/arcadiansnft
1318,Arcane Characters,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/arcane-characters,133,117.0,0.001,https://twitter.com/AlinDFerenczi
1323,Archi Postcards,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/archipost,8,10.0,0.05,https://www.twitter.com/alexthecontact
1327,Architecture & Culture,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/architecture-culture,33,16.0,0.026,https://twitter.com/NegarFakhar
1333,Architek,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/architek,2,1.0,0.1,https://twitter.com/kentuckyss02
1334,Archive Dive,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/archivedive,7,1.0,0.025,https://www.twitter.com/Lou_is_illa
1335,"Archive Selections: XY Patterning, Color Graphs, Gradient Grids.",0,0,0,0,0,0,1,0,0,https://opensea.io/collection/graphs-grids-graphs,17,1.0,0.095,https://www.twitter.com/https://twitter.com/MykolaHaleta
1336,Arcona Digital Land,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/arcona-digital-land,14200,4300.0,0.08,https://www.twitter.com/arconametaverse
1337,Arcona Domains,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/arcona-domains,7,120.0,0.037,https://www.twitter.com/arconametaverse
1339,Arctic Dream,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/arctic-dream,14,2.0,0.1,https://twitter.com/VincentVoyage
1340,Arctic Wonders,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/arctic-wonders,9,5.0,0.1,https://twitter.com/TorIvarNaess
1341,Arcus by Rik Oostenbroek,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/arcus-rik,40,30.0,15.0,https://twitter.com/RikOostenbroek
1346,Area-51,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/mr-pavidov-cards-area-51-collection,17,1.0,0.005,https://www.twitter.com/MPavidov
1353,Argyre,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/argyre,350,1.0,0.2,https://www.twitter.com/ProjectArgyre
1355,Arion Troya NFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/arion-troya-nft,12,2.0,0.005,https://www.twitter.com/ariontroyanft
1363,Armegeddon Ape Club,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/armegeddonapeclub,230,587.0,0.001,https://twitter.com/Cryptologistic1
1369,Army of Madness,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/army-of-madness,10,2.0,0.025,https://twitter.com/montemith
1373,Around The World by AnnieDevineTX,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aroundtheworldanniedevinetx,3,1.0,1.0,https://twitter.com/AnnieDevineTX
1378,Arpeggi Genesis Studio Pass,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/arpeggi-genesis-studio-pass,600,324.0,0.545,https://www.twitter.com/arpeggi_labs
1379,Arq Skulls,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/arqskulls,70,49.0,0.49,https://www.twitter.com/cryptarq
1380,Arqstracturas,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/arqstracturas,44,1.0,0.1,https://twitter.com/arqstracturas
1381,Arrows A18 Formula One car,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/arrows-a18-formula-one-car,20,1.0,0.02,https://www.twitter.com/nftechnical
1382,Ars Memorandi,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/ars-memorandi,11,1.0,0.05,https://www.twitter.com/spirum1
1391,Art Apes Club,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artapes,30,16.0,0.2,https://twitter.com/ArtApeClub
1392,Art Banditz X GC,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/artbanditznftgc,58,35.0,2.9,https://www.twitter.com/artbanditznft
1395,Art By Fractual,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/art-by-fractual,88,520.0,0.001,https://twitter.com/FractualArt
1396,Art By King Von,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/art-by-king-von,1,2.0,0.09,https://www.twitter.com/crypvon
1397,Art By Urooj,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artbyurooj,4,3.0,0.066,https://www.twitter.com/Artby_Urooj
1398,Art Caps,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/artcaps,1,9.0,0.006,https://twitter.com/thejensenart
1406,Art Girls #,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/sexy-3d-girls,370,31.0,0.004,https://twitter.com/LauraNyan_NFT
1409,Art Kung-fu Girl collection,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artkungfugirl,30,21.0,0.12,https://www.twitter.com/@ArtKungfuGirl1
1411,Art Movement Punks,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/art-movement-punks,294,5.0,0.029,https://www.twitter.com/AM_Punks
1417,Art Of Colors NFT.,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/the-punk-collection-nft,225,4.0,0.001,https://twitter.com/OPorsegue
1419,Art Paste,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/art-paste,169,60.0,0.001,https://www.twitter.com/https://twitter.com/jedsada2544
1423,Art Spectrum,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/artspectrum,101,2.0,0.022,https://twitter.com/Cide_Fx
1426,Art Universe Mandalas,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artuniversemandalas,466,9.0,0.005,https://www.twitter.com/AArtBitLab
1432,Art by 500ETH,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artby500eth,10,18.0,0.05,https://twitter.com/500ETH
1433,Art by AmigoTJ,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/art-by-amigotj,7,3.0,0.1,https://twitter.com/amigo_tattoo
1434,Art by Angel Rivas,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/angelrivas,151,110.0,0.008,https://twitter.com/angelrivas_art
1436,Art by Eugene Gorbachenko,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/original-painting-by-eugene-gorbachenko,405,7.0,0.003,https://twitter.com/eugenzablik2018
1437,Art by Gabe Weis,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/art-by-gabe-weis,103,543.0,0.347,https://www.twitter.com/GabrielJWeis
1439,Art by Joyquintas,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/joyquintas-artworks,187,98.0,0.04,https://twitter.com/joy_quintas
1440,Art by Kelly Moore,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/kelly-moore-art,494,86.0,0.069,https://twitter.com/kellymooreart
1441,Art by PixelPancho,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/art-by-pixelpancho,16,12.0,0.156,https://www.twitter.com/pixel_pancho
1442,Art by Robert Vandal,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/robert-vandal,16,8.0,0.666,https://twitter.com/Robert_Vandal_
1443,Art by Tas,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artbytas,9,15.0,0.05,https://twitter.com/hotgirltas
1444,Art by Visithra,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/visithra,128,208.0,0.09,https://www.twitter.com/vissyarts
1446,Art created by the nature of the earth,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/art-created-by-nature,6,2.0,0.03,https://twitter.com/Dimkat1973
1448,Art for Ballers x Gabbo3,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/art-for-ballers-x-gabbogabbogabbo,42,21.0,1.0,https://twitter.com/GabboGabboGabbo
1451,Art mixed,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/from-the-mind-to-the-computer,20,9.0,0.03,https://twitter.com/DarrenJart
1454,Art of Nature by Greg Dudka,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/art-of-nature-by-gd,10,3.0,0.05,https://www.twitter.com/GregDudka
1460,Art of Vibration,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aovibration,3,1.0,0.25,https://www.twitter.com/kaan_erbyrktr
1461,Art of Worlds,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/art-of-worlds,3,1.0,0.08,https://www.twitter.com/ArtLucian
1464,Art von Frei // Gallery,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/art-von-frei-gallery,1,1.0,1.32,https://www.twitter.com/EvaMollArt
1466,Art-chitecture JPoloG,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/art-chitecture-jpolog,3,1.0,0.5,https://twitter.com/jpolog_photo
1470,ArtFromAbove,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/artfromabovedrone,8,6.0,0.2,https://twitter.com/ArtFromAbove
1472,ArtGrails,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artgrails,676,263.0,0.12,https://www.twitter.com/artgrails
1473,ArtMental,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artmental,263,3.0,0.001,https://twitter.com/Juncalog1
1474,ArtMobile,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/artmobile,19,1.0,1.0,https://twitter.com/RuiAndr92359569
1477,ArtStyleWorld,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/artstyleworld,1,1.0,2.0,https://www.twitter.com/ArtStyle4you
1479,ArtWork by OllOOl,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artworkbyollool,44,48.0,0.025,https://twitter.com/ArtworkOllool
1484,Artgain,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artgain,5,2.0,0.01,https://twitter.com/ggain90
1487,Artifacts of The New Order,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artifacts-new-order,24,8.0,0.05,https://twitter.com/tastymachines
1488,Artifex,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artifex,3200,654.0,0.049,https://www.twitter.com/artifex_project
1490,Artificial Intelligence Art,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artificial-intelligence-art,1000,460.0,0.035,https://twitter.com/AIArtHouse
1491,Artificial Intelligence Art V2,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/ai-art-house,1000,451.0,0.041,https://twitter.com/AIArtHouse
1495,Artificial Landscape,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artificial-landscape,100,62.0,0.019,https://twitter.com/AICollectiveNFT
1496,Artificial Lucid Dreams,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artificial-lucid-dreams,30,35.0,0.004,https://www.twitter.com/Roberto_Alesi
1501,Artist Mafia x 0N1 Force,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/artist-mafia-x-0n1-force,2,10.0,0.1,https://www.twitter.com/0n1Force
1502,"Artist Pavel Kuragin. Paintings, drawings, collages.",1,0,0,0,0,0,0,0,0,https://opensea.io/collection/pavelkuraginart,1600,693.0,0.001,https://twitter.com/ideas4you
1504,Artist VS AI,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artist-vs-ai,100,15.0,0.008,https://www.twitter.com/Artist_VS_AI
1505,Artist and Lyrics Collection,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artiststribute,28,26.0,0.006,https://twitter.com/LongshanksNFT
1506,ArtistAJJackson's Artistic Creations,1,1,0,0,0,0,0,0,0,https://opensea.io/collection/artistajjackson-s-artistic-creations,268,5.0,0.001,https://www.twitter.com/mayfairs21
1507,Artistas do Metaverso,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/artistas-do-metaverso,3,70.0,0.01,https://twitter.com/BanklessBR
1517,Artoken,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artoken1,18,328.0,0.004,https://www.twitter.com/EthareumNFT
1524,Artsy Kids,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artsykids,15,3.0,0.001,https://twitter.com/30ASouthWalton
1525,Artsy Squidney,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artsysquidney,25,5.0,0.01,https://www.twitter.com/artsysquidney
1528,Artvatars,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/artvatars,6700,1600.0,0.109,https://www.twitter.com/artvatars
